record_id,date,year,month,state,port_of_entry,chemical_name,quantity_kg,declared_purpose,importer_name,is_anomaly
PC000453,2018-01-21,2018,1,West Bengal,Kolkata Port,Acetic Anhydride,554.7,Industrial Solvent,Importer_2881,False
PC000454,2022-11-24,2022,11,Kerala,Cochin Port,Ephedrine,40.1,Industrial Solvent,Importer_9841,False
PC000455,2023-01-22,2023,1,Kerala,Cochin Port,Toluene,985.9,Industrial Solvent,Importer_5918,False
PC000456,2022-12-14,2022,12,West Bengal,Kolkata Port,Piperonal,39.4,Pharmaceutical,Importer_7454,False
PC000457,2024-01-26,2024,1,Kerala,Cochin Port,Potassium Permanganate,341.9,Industrial Solvent,Importer_3337,False
PC000458,2022-08-15,2022,8,Gujarat,Kandla Port,Toluene,1143.4,Industrial Solvent,Importer_4008,False
PC000459,2018-03-12,2018,3,Delhi,Delhi Air Cargo,Pseudoephedrine,73.8,Textile/Dye,Importer_7777,False
PC000460,2020-06-08,2020,6,Gujarat,Kandla Port,Piperonal,47.3,Pharmaceutical,Importer_8255,False
PC000461,2020-09-25,2020,9,Gujarat,Kandla Port,Ephedrine,50.3,Industrial Solvent,Importer_3970,False
PC000462,2024-01-23,2024,1,Kerala,Cochin Port,Pseudoephedrine,65.3,Industrial Solvent,Importer_4389,False
PC000463,2022-02-18,2022,2,Kerala,Cochin Port,Potassium Permanganate,309.3,Industrial Solvent,Importer_6939,False
PC000464,2024-08-19,2024,8,West Bengal,Kolkata Port,Piperonal,38.6,Textile/Dye,Importer_2260,False
PC000465,2022-04-07,2022,4,Gujarat,Kandla Port,Piperonal,39.0,Industrial Solvent,Importer_2607,False
PC000466,2022-08-20,2022,8,Tamil Nadu,Chennai Port,Ephedrine,31.1,Industrial Solvent,Importer_2083,False
PC000467,2024-07-01,2024,7,West Bengal,Kolkata Port,Piperonal,36.2,Pharmaceutical,Importer_1190,False
PC000468,2018-06-20,2018,6,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,47.5,Pharmaceutical,Importer_8337,False
PC000469,2023-05-20,2023,5,Delhi,Delhi Air Cargo,Acetic Anhydride,608.2,Textile/Dye,Importer_6582,False
PC000470,2021-01-24,2021,1,Kerala,Cochin Port,Pseudoephedrine,84.2,Industrial Solvent,Importer_5813,False
PC000471,2023-12-14,2023,12,Maharashtra,Nhava Sheva (JNPT),Piperonal,50.8,Industrial Solvent,Importer_2357,False
PC000472,2024-08-13,2024,8,Tamil Nadu,Chennai Port,Ephedrine,24.3,Pharmaceutical,Importer_9549,False
PC000473,2020-05-12,2020,5,Gujarat,Kandla Port,Acetic Anhydride,376.9,Pharmaceutical,Importer_3251,False
PC000474,2023-12-04,2023,12,Maharashtra,Nhava Sheva (JNPT),Acetic Anhydride,605.9,Industrial Solvent,Importer_9976,False
PC000475,2024-03-23,2024,3,Kerala,Cochin Port,Toluene,752.5,Agrochemical,Importer_7783,False
PC000476,2019-05-19,2019,5,Gujarat,Kandla Port,Ephedrine,76.7,Agrochemical,Importer_8010,False
PC000477,2018-05-15,2018,5,Delhi,Delhi Air Cargo,Toluene,2314.5,Agrochemical,Importer_6695,True
PC000478,2024-09-13,2024,9,Gujarat,Mundra Port,Acetic Anhydride,560.1,Industrial Solvent,Importer_8258,False
PC000479,2019-10-27,2019,10,West Bengal,Kolkata Port,Potassium Permanganate,362.9,Textile/Dye,Importer_6155,False
PC000480,2018-08-17,2018,8,Gujarat,Mundra Port,Pseudoephedrine,45.3,Industrial Solvent,Importer_4420,False
PC000481,2021-03-20,2021,3,Kerala,Cochin Port,Ephedrine,58.0,Textile/Dye,Importer_5718,False
PC000482,2018-03-23,2018,3,Gujarat,Mundra Port,Ephedrine,38.9,Pharmaceutical,Importer_8138,False
PC000483,2018-08-14,2018,8,Gujarat,Mundra Port,Acetic Anhydride,526.2,Textile/Dye,Importer_4453,False
PC000484,2018-02-19,2018,2,Gujarat,Kandla Port,Ephedrine,53.5,Agrochemical,Importer_1736,False
PC000485,2019-06-27,2019,6,Gujarat,Kandla Port,Toluene,487.7,Pharmaceutical,Importer_7841,False
PC000486,2024-06-18,2024,6,Tamil Nadu,Chennai Port,Toluene,494.1,Pharmaceutical,Importer_9858,False
PC000487,2020-09-22,2020,9,Gujarat,Mundra Port,Toluene,707.8,Agrochemical,Importer_7225,False
PC000488,2024-04-24,2024,4,Gujarat,Mundra Port,Piperonal,32.2,Industrial Solvent,Importer_7305,False
PC000489,2023-08-06,2023,8,Gujarat,Kandla Port,Potassium Permanganate,165.4,Agrochemical,Importer_7380,False
PC000490,2021-09-01,2021,9,Kerala,Cochin Port,Pseudoephedrine,68.7,Pharmaceutical,Importer_8512,False
PC000491,2019-04-04,2019,4,West Bengal,Kolkata Port,Ephedrine,34.6,Textile/Dye,Importer_7782,False
PC000492,2021-11-08,2021,11,Delhi,Delhi Air Cargo,Piperonal,40.6,Pharmaceutical,Importer_9226,False
PC000493,2020-07-03,2020,7,Kerala,Cochin Port,Potassium Permanganate,297.3,Pharmaceutical,Importer_3837,False
PC000494,2023-06-02,2023,6,Tamil Nadu,Chennai Port,Acetic Anhydride,522.0,Pharmaceutical,Importer_4778,False
PC000495,2020-02-14,2020,2,Gujarat,Kandla Port,Toluene,749.7,Agrochemical,Importer_6129,False
PC000496,2023-05-27,2023,5,Tamil Nadu,Chennai Port,Potassium Permanganate,269.9,Industrial Solvent,Importer_8717,False
PC000497,2020-12-12,2020,12,Delhi,Delhi Air Cargo,Ephedrine,70.4,Industrial Solvent,Importer_2753,False
PC000498,2018-10-19,2018,10,Gujarat,Kandla Port,Ephedrine,44.0,Textile/Dye,Importer_5315,False
PC000499,2019-07-16,2019,7,Delhi,Delhi Air Cargo,Acetic Anhydride,567.4,Textile/Dye,Importer_1245,False
PC000500,2022-10-07,2022,10,Kerala,Cochin Port,Ephedrine,35.8,Industrial Solvent,Importer_9811,False
PC000501,2022-10-19,2022,10,West Bengal,Kolkata Port,Toluene,730.5,Pharmaceutical,Importer_8254,False
PC000502,2022-01-16,2022,1,Kerala,Cochin Port,Toluene,1039.3,Textile/Dye,Importer_8971,False
PC000503,2019-10-09,2019,10,Kerala,Cochin Port,Acetic Anhydride,546.1,Agrochemical,Importer_1451,False
PC000504,2020-04-08,2020,4,West Bengal,Kolkata Port,Pseudoephedrine,47.4,Industrial Solvent,Importer_4072,False
PC000505,2024-04-23,2024,4,Kerala,Cochin Port,Toluene,707.9,Agrochemical,Importer_2396,False
PC000506,2024-01-08,2024,1,Tamil Nadu,Chennai Port,Piperonal,12.5,Textile/Dye,Importer_3248,False
PC000507,2021-12-17,2021,12,Kerala,Cochin Port,Piperonal,36.4,Agrochemical,Importer_9154,False
PC000508,2020-01-12,2020,1,West Bengal,Kolkata Port,Ephedrine,60.4,Industrial Solvent,Importer_5875,False
PC000509,2019-02-03,2019,2,Delhi,Delhi Air Cargo,Piperonal,57.1,Agrochemical,Importer_3306,False
PC000510,2024-02-14,2024,2,Delhi,Delhi Air Cargo,Acetic Anhydride,388.3,Textile/Dye,Importer_2492,False
PC000511,2020-10-24,2020,10,Gujarat,Kandla Port,Pseudoephedrine,78.6,Industrial Solvent,Importer_7540,False
PC000512,2024-11-09,2024,11,Gujarat,Mundra Port,Ephedrine,52.4,Industrial Solvent,Importer_1970,False
PC000513,2020-02-08,2020,2,West Bengal,Kolkata Port,Pseudoephedrine,55.1,Agrochemical,Importer_6673,False
PC000514,2021-12-17,2021,12,Delhi,Delhi Air Cargo,Toluene,966.1,Agrochemical,Importer_9961,False
PC000515,2024-04-09,2024,4,Tamil Nadu,Chennai Port,Piperonal,38.0,Pharmaceutical,Importer_6598,False
PC000516,2024-08-14,2024,8,Kerala,Cochin Port,Piperonal,31.6,Industrial Solvent,Importer_1526,False
PC000517,2021-12-25,2021,12,West Bengal,Kolkata Port,Potassium Permanganate,332.9,Agrochemical,Importer_2045,False
PC000518,2021-10-20,2021,10,Kerala,Cochin Port,Toluene,576.1,Pharmaceutical,Importer_3172,False
PC000519,2021-10-24,2021,10,Delhi,Delhi Air Cargo,Potassium Permanganate,286.3,Pharmaceutical,Importer_9529,False
PC000520,2024-08-18,2024,8,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,159.4,Agrochemical,Importer_7274,False
PC000521,2020-08-21,2020,8,Kerala,Cochin Port,Pseudoephedrine,57.4,Textile/Dye,Importer_2041,False
PC000522,2024-01-27,2024,1,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,44.4,Agrochemical,Importer_9758,False
PC000523,2020-02-02,2020,2,Delhi,Delhi Air Cargo,Toluene,2988.1,Agrochemical,Importer_2430,True
PC000524,2022-03-11,2022,3,Gujarat,Kandla Port,Piperonal,32.8,Pharmaceutical,Importer_9147,False
PC000525,2021-08-15,2021,8,Tamil Nadu,Chennai Port,Pseudoephedrine,63.8,Textile/Dye,Importer_5521,False
PC000526,2021-10-03,2021,10,Delhi,Delhi Air Cargo,Toluene,623.3,Textile/Dye,Importer_7183,False
PC000527,2024-12-25,2024,12,Delhi,Delhi Air Cargo,Acetic Anhydride,275.2,Agrochemical,Importer_6391,False
PC000528,2019-03-06,2019,3,Gujarat,Kandla Port,Potassium Permanganate,300.3,Textile/Dye,Importer_1789,False
PC000529,2023-10-09,2023,10,Kerala,Cochin Port,Ephedrine,43.9,Industrial Solvent,Importer_1478,False
PC000530,2018-08-05,2018,8,Tamil Nadu,Chennai Port,Potassium Permanganate,2113.9,Textile/Dye,Importer_3117,True
PC000531,2018-12-24,2018,12,Gujarat,Kandla Port,Ephedrine,54.6,Pharmaceutical,Importer_4152,False
PC000532,2021-07-21,2021,7,Delhi,Delhi Air Cargo,Pseudoephedrine,51.0,Agrochemical,Importer_3441,False
PC000533,2018-05-03,2018,5,Kerala,Cochin Port,Toluene,794.3,Industrial Solvent,Importer_4038,False
PC000534,2022-04-15,2022,4,Tamil Nadu,Chennai Port,Toluene,945.0,Pharmaceutical,Importer_3430,False
PC000535,2018-11-22,2018,11,Gujarat,Kandla Port,Toluene,563.1,Pharmaceutical,Importer_7129,False
PC000536,2022-05-02,2022,5,Delhi,Delhi Air Cargo,Ephedrine,50.3,Industrial Solvent,Importer_7694,False
PC000537,2023-11-26,2023,11,Delhi,Delhi Air Cargo,Potassium Permanganate,318.1,Industrial Solvent,Importer_5900,False
PC000538,2023-02-13,2023,2,Tamil Nadu,Chennai Port,Toluene,927.6,Textile/Dye,Importer_8348,False
PC000539,2018-10-21,2018,10,Gujarat,Mundra Port,Toluene,879.2,Agrochemical,Importer_5036,False
PC000540,2020-04-04,2020,4,Gujarat,Mundra Port,Toluene,1038.3,Textile/Dye,Importer_9978,False
PC000541,2023-10-04,2023,10,Gujarat,Mundra Port,Piperonal,242.9,Pharmaceutical,Importer_1930,True
PC000542,2018-07-06,2018,7,Gujarat,Mundra Port,Pseudoephedrine,83.8,Industrial Solvent,Importer_2090,False
PC000543,2021-02-19,2021,2,Gujarat,Kandla Port,Ephedrine,18.0,Industrial Solvent,Importer_3034,False
PC000544,2018-01-13,2018,1,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,304.5,Industrial Solvent,Importer_9716,False
PC000545,2024-04-13,2024,4,West Bengal,Kolkata Port,Toluene,851.5,Industrial Solvent,Importer_8248,False
PC000546,2021-05-24,2021,5,Kerala,Cochin Port,Piperonal,34.9,Industrial Solvent,Importer_2916,False
PC000547,2019-09-01,2019,9,West Bengal,Kolkata Port,Acetic Anhydride,530.6,Textile/Dye,Importer_3318,False
PC000548,2018-04-27,2018,4,Tamil Nadu,Chennai Port,Piperonal,33.8,Textile/Dye,Importer_7272,False
PC000549,2020-05-21,2020,5,West Bengal,Kolkata Port,Piperonal,31.6,Pharmaceutical,Importer_8567,False
PC000550,2018-02-06,2018,2,Gujarat,Mundra Port,Acetic Anhydride,521.8,Industrial Solvent,Importer_8788,False
PC000551,2020-08-09,2020,8,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,68.6,Textile/Dye,Importer_8826,False
PC000552,2022-12-15,2022,12,Delhi,Delhi Air Cargo,Toluene,811.9,Agrochemical,Importer_9916,False
PC000553,2019-04-07,2019,4,Delhi,Delhi Air Cargo,Piperonal,32.3,Textile/Dye,Importer_3866,False
PC000554,2019-07-25,2019,7,Gujarat,Kandla Port,Potassium Permanganate,370.9,Agrochemical,Importer_1999,False
PC000555,2022-08-08,2022,8,West Bengal,Kolkata Port,Acetic Anhydride,586.9,Industrial Solvent,Importer_4498,False
PC000556,2021-05-24,2021,5,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,42.1,Industrial Solvent,Importer_2520,False
PC000557,2022-02-25,2022,2,Gujarat,Mundra Port,Toluene,674.5,Textile/Dye,Importer_5551,False
PC000558,2020-02-09,2020,2,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,52.0,Agrochemical,Importer_8741,False
PC000559,2024-04-10,2024,4,Gujarat,Mundra Port,Ephedrine,44.4,Agrochemical,Importer_3791,False
PC000560,2024-05-25,2024,5,Tamil Nadu,Chennai Port,Potassium Permanganate,285.7,Agrochemical,Importer_8879,False
PC000561,2021-05-27,2021,5,Tamil Nadu,Chennai Port,Pseudoephedrine,58.5,Industrial Solvent,Importer_2111,False
PC000562,2021-09-06,2021,9,Kerala,Cochin Port,Ephedrine,36.1,Agrochemical,Importer_5840,False
PC000563,2023-06-09,2023,6,Gujarat,Kandla Port,Piperonal,33.5,Textile/Dye,Importer_1843,False
PC000564,2022-06-23,2022,6,Gujarat,Kandla Port,Potassium Permanganate,277.3,Industrial Solvent,Importer_6818,False
PC000565,2023-07-13,2023,7,Kerala,Cochin Port,Toluene,575.7,Textile/Dye,Importer_7494,False
PC000566,2019-02-07,2019,2,Kerala,Cochin Port,Piperonal,46.1,Textile/Dye,Importer_1631,False
PC000567,2019-02-05,2019,2,Kerala,Cochin Port,Ephedrine,47.4,Industrial Solvent,Importer_3229,False
PC000568,2021-02-15,2021,2,Gujarat,Mundra Port,Potassium Permanganate,432.9,Pharmaceutical,Importer_7576,False
PC000569,2021-09-09,2021,9,Maharashtra,Nhava Sheva (JNPT),Piperonal,45.7,Industrial Solvent,Importer_5983,False
PC000570,2019-01-03,2019,1,Gujarat,Kandla Port,Ephedrine,60.6,Industrial Solvent,Importer_1232,False
PC000571,2019-03-01,2019,3,Tamil Nadu,Chennai Port,Pseudoephedrine,68.0,Textile/Dye,Importer_4379,False
PC000572,2020-02-15,2020,2,Kerala,Cochin Port,Pseudoephedrine,69.5,Textile/Dye,Importer_4006,False
PC000573,2018-12-10,2018,12,Delhi,Delhi Air Cargo,Piperonal,20.9,Industrial Solvent,Importer_8433,False
PC000574,2022-05-23,2022,5,Delhi,Delhi Air Cargo,Acetic Anhydride,448.2,Pharmaceutical,Importer_9465,False
PC000575,2019-06-08,2019,6,Tamil Nadu,Chennai Port,Piperonal,57.0,Textile/Dye,Importer_7490,False
PC000576,2018-08-10,2018,8,Kerala,Cochin Port,Acetic Anhydride,371.0,Agrochemical,Importer_1964,False
PC000577,2019-02-19,2019,2,Tamil Nadu,Chennai Port,Acetic Anhydride,710.3,Industrial Solvent,Importer_6170,False
PC000578,2020-06-24,2020,6,Gujarat,Kandla Port,Pseudoephedrine,52.6,Industrial Solvent,Importer_7614,False
PC000579,2023-05-01,2023,5,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,268.0,Agrochemical,Importer_7361,False
PC000580,2024-02-03,2024,2,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,48.4,Industrial Solvent,Importer_5160,False
PC000581,2019-12-15,2019,12,Gujarat,Mundra Port,Acetic Anhydride,492.5,Pharmaceutical,Importer_2252,False
PC000582,2018-12-17,2018,12,Kerala,Cochin Port,Piperonal,32.3,Agrochemical,Importer_8838,False
PC000583,2021-04-27,2021,4,Gujarat,Mundra Port,Pseudoephedrine,49.5,Industrial Solvent,Importer_3246,False
PC000584,2024-11-21,2024,11,Maharashtra,Nhava Sheva (JNPT),Acetic Anhydride,677.4,Industrial Solvent,Importer_5253,False
PC000585,2020-06-20,2020,6,Maharashtra,Nhava Sheva (JNPT),Ephedrine,28.8,Industrial Solvent,Importer_9188,False
PC000586,2023-06-27,2023,6,Gujarat,Mundra Port,Toluene,811.1,Agrochemical,Importer_3402,False
PC000587,2021-02-05,2021,2,Delhi,Delhi Air Cargo,Toluene,855.0,Textile/Dye,Importer_3138,False
PC000588,2022-04-14,2022,4,West Bengal,Kolkata Port,Acetic Anhydride,739.6,Agrochemical,Importer_8475,False
PC000589,2023-03-05,2023,3,Gujarat,Mundra Port,Toluene,1073.7,Agrochemical,Importer_3045,False
PC000590,2021-08-19,2021,8,Gujarat,Mundra Port,Pseudoephedrine,53.9,Industrial Solvent,Importer_6809,False
PC000591,2023-01-25,2023,1,Gujarat,Kandla Port,Piperonal,26.6,Industrial Solvent,Importer_7388,False
PC000592,2020-12-21,2020,12,Kerala,Cochin Port,Piperonal,39.7,Pharmaceutical,Importer_5251,False
PC000593,2022-07-13,2022,7,Tamil Nadu,Chennai Port,Pseudoephedrine,52.6,Agrochemical,Importer_4615,False
PC000594,2021-07-16,2021,7,Maharashtra,Nhava Sheva (JNPT),Piperonal,26.5,Industrial Solvent,Importer_7649,False
PC000595,2019-12-23,2019,12,Gujarat,Kandla Port,Acetic Anhydride,579.4,Agrochemical,Importer_6015,False
PC000596,2018-08-14,2018,8,Delhi,Delhi Air Cargo,Potassium Permanganate,259.3,Agrochemical,Importer_9321,False
PC000597,2019-04-13,2019,4,Kerala,Cochin Port,Acetic Anhydride,568.8,Pharmaceutical,Importer_1537,False
PC000598,2018-03-13,2018,3,Gujarat,Mundra Port,Ephedrine,18.0,Industrial Solvent,Importer_7280,False
PC000599,2019-08-02,2019,8,West Bengal,Kolkata Port,Pseudoephedrine,83.9,Agrochemical,Importer_1913,False
PC000600,2019-04-03,2019,4,Kerala,Cochin Port,Toluene,904.4,Textile/Dye,Importer_1091,False
PC000601,2019-09-18,2019,9,Tamil Nadu,Chennai Port,Toluene,787.3,Pharmaceutical,Importer_2104,False
PC000602,2023-08-22,2023,8,Maharashtra,Nhava Sheva (JNPT),Toluene,937.8,Agrochemical,Importer_5597,False
PC000603,2020-10-14,2020,10,Gujarat,Kandla Port,Piperonal,58.0,Industrial Solvent,Importer_7905,False
PC000604,2018-04-13,2018,4,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,345.6,Industrial Solvent,Importer_9995,False
PC000605,2018-06-20,2018,6,West Bengal,Kolkata Port,Acetic Anhydride,547.7,Pharmaceutical,Importer_6509,False
PC000606,2020-10-04,2020,10,Delhi,Delhi Air Cargo,Toluene,964.4,Textile/Dye,Importer_7681,False
PC000607,2024-08-27,2024,8,Delhi,Delhi Air Cargo,Potassium Permanganate,450.0,Pharmaceutical,Importer_7289,False
PC000608,2024-03-07,2024,3,Tamil Nadu,Chennai Port,Piperonal,28.2,Agrochemical,Importer_1000,False
PC000609,2021-10-04,2021,10,Delhi,Delhi Air Cargo,Piperonal,269.3,Textile/Dye,Importer_7150,True
PC000610,2019-04-11,2019,4,Tamil Nadu,Chennai Port,Potassium Permanganate,349.0,Agrochemical,Importer_9475,False
PC000611,2024-04-19,2024,4,West Bengal,Kolkata Port,Toluene,755.0,Agrochemical,Importer_6326,False
PC000612,2022-01-03,2022,1,West Bengal,Kolkata Port,Toluene,960.0,Industrial Solvent,Importer_9953,False
PC000613,2024-01-04,2024,1,West Bengal,Kolkata Port,Piperonal,46.5,Industrial Solvent,Importer_8019,False
PC000614,2023-12-06,2023,12,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,49.7,Industrial Solvent,Importer_4413,False
PC000615,2023-06-20,2023,6,Delhi,Delhi Air Cargo,Toluene,830.3,Industrial Solvent,Importer_5991,False
PC000616,2021-07-01,2021,7,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,409.0,Agrochemical,Importer_7920,False
PC000617,2023-06-23,2023,6,Gujarat,Kandla Port,Acetic Anhydride,339.0,Agrochemical,Importer_7411,False
PC000618,2023-06-18,2023,6,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,39.3,Textile/Dye,Importer_9529,False
PC000619,2023-05-15,2023,5,Delhi,Delhi Air Cargo,Toluene,1019.8,Pharmaceutical,Importer_7509,False
PC000620,2020-05-16,2020,5,West Bengal,Kolkata Port,Ephedrine,47.8,Pharmaceutical,Importer_6936,False
PC000621,2020-01-24,2020,1,West Bengal,Kolkata Port,Toluene,818.9,Industrial Solvent,Importer_3596,False
PC000622,2020-03-15,2020,3,West Bengal,Kolkata Port,Pseudoephedrine,82.5,Pharmaceutical,Importer_9476,False
PC000623,2018-06-11,2018,6,Maharashtra,Nhava Sheva (JNPT),Piperonal,35.6,Industrial Solvent,Importer_2908,False
PC000624,2020-06-26,2020,6,Delhi,Delhi Air Cargo,Piperonal,41.0,Pharmaceutical,Importer_3260,False
PC000625,2022-03-03,2022,3,Kerala,Cochin Port,Ephedrine,45.5,Agrochemical,Importer_2908,False
PC000626,2022-08-18,2022,8,Delhi,Delhi Air Cargo,Pseudoephedrine,59.3,Pharmaceutical,Importer_5523,False
PC000627,2022-08-07,2022,8,Delhi,Delhi Air Cargo,Piperonal,41.6,Industrial Solvent,Importer_3577,False
PC000628,2018-08-07,2018,8,Maharashtra,Nhava Sheva (JNPT),Toluene,691.0,Agrochemical,Importer_6219,False
PC000629,2018-06-20,2018,6,Tamil Nadu,Chennai Port,Toluene,775.7,Textile/Dye,Importer_6255,False
PC000630,2021-05-11,2021,5,Gujarat,Mundra Port,Toluene,10721.3,Industrial Solvent,Importer_1593,True
PC000631,2022-05-04,2022,5,Gujarat,Kandla Port,Acetic Anhydride,562.7,Pharmaceutical,Importer_9395,False
PC000632,2020-04-21,2020,4,Delhi,Delhi Air Cargo,Pseudoephedrine,62.6,Industrial Solvent,Importer_2680,False
PC000633,2018-01-03,2018,1,West Bengal,Kolkata Port,Pseudoephedrine,33.1,Industrial Solvent,Importer_7529,False
PC000634,2018-04-26,2018,4,Tamil Nadu,Chennai Port,Piperonal,23.3,Pharmaceutical,Importer_5571,False
PC000635,2022-09-25,2022,9,Kerala,Cochin Port,Pseudoephedrine,435.3,Agrochemical,Importer_8778,True
PC000636,2021-12-19,2021,12,Tamil Nadu,Chennai Port,Acetic Anhydride,367.0,Industrial Solvent,Importer_9985,False
PC000637,2022-05-06,2022,5,Gujarat,Kandla Port,Ephedrine,61.2,Textile/Dye,Importer_7183,False
PC000638,2024-07-27,2024,7,Kerala,Cochin Port,Toluene,798.9,Textile/Dye,Importer_3650,False
PC000639,2021-12-04,2021,12,Gujarat,Kandla Port,Toluene,988.8,Pharmaceutical,Importer_2347,False
PC000640,2019-03-15,2019,3,West Bengal,Kolkata Port,Piperonal,29.6,Textile/Dye,Importer_9262,False
PC000641,2020-01-12,2020,1,Tamil Nadu,Chennai Port,Potassium Permanganate,389.2,Agrochemical,Importer_9334,False
PC000642,2023-02-10,2023,2,Tamil Nadu,Chennai Port,Potassium Permanganate,279.8,Pharmaceutical,Importer_7707,False
PC000643,2022-02-18,2022,2,Delhi,Delhi Air Cargo,Ephedrine,37.9,Agrochemical,Importer_9835,False
PC000644,2022-07-03,2022,7,Gujarat,Mundra Port,Pseudoephedrine,65.9,Agrochemical,Importer_2225,False
PC000645,2019-06-14,2019,6,Gujarat,Mundra Port,Pseudoephedrine,62.9,Agrochemical,Importer_2157,False
PC000646,2023-05-21,2023,5,Delhi,Delhi Air Cargo,Ephedrine,72.3,Industrial Solvent,Importer_1444,False
PC000647,2024-12-19,2024,12,West Bengal,Kolkata Port,Ephedrine,53.2,Textile/Dye,Importer_6281,False
PC000648,2020-04-10,2020,4,Tamil Nadu,Chennai Port,Piperonal,33.5,Pharmaceutical,Importer_5701,False
PC000649,2024-12-12,2024,12,Tamil Nadu,Chennai Port,Acetic Anhydride,411.5,Textile/Dye,Importer_4433,False
PC000650,2024-11-06,2024,11,Delhi,Delhi Air Cargo,Ephedrine,48.4,Pharmaceutical,Importer_4893,False
PC000651,2022-02-02,2022,2,West Bengal,Kolkata Port,Pseudoephedrine,56.9,Agrochemical,Importer_2410,False
PC000652,2023-01-08,2023,1,Tamil Nadu,Chennai Port,Ephedrine,26.5,Industrial Solvent,Importer_6066,False
PC000653,2021-05-18,2021,5,Gujarat,Mundra Port,Piperonal,279.6,Pharmaceutical,Importer_7774,True
PC000654,2019-08-03,2019,8,Maharashtra,Nhava Sheva (JNPT),Toluene,1049.8,Industrial Solvent,Importer_4234,False
PC000655,2022-06-10,2022,6,Tamil Nadu,Chennai Port,Acetic Anhydride,486.1,Agrochemical,Importer_8473,False
PC000656,2018-06-12,2018,6,Delhi,Delhi Air Cargo,Piperonal,38.9,Textile/Dye,Importer_5233,False
PC000657,2019-06-10,2019,6,Kerala,Cochin Port,Ephedrine,342.5,Pharmaceutical,Importer_7252,True
PC000658,2020-02-08,2020,2,Tamil Nadu,Chennai Port,Pseudoephedrine,86.1,Industrial Solvent,Importer_6013,False
PC000659,2019-07-27,2019,7,Delhi,Delhi Air Cargo,Piperonal,31.9,Industrial Solvent,Importer_5360,False
PC000660,2023-11-13,2023,11,Delhi,Delhi Air Cargo,Toluene,455.0,Pharmaceutical,Importer_7517,False
PC000661,2021-05-13,2021,5,Delhi,Delhi Air Cargo,Pseudoephedrine,58.0,Pharmaceutical,Importer_4236,False
PC000662,2020-03-03,2020,3,Delhi,Delhi Air Cargo,Acetic Anhydride,373.8,Pharmaceutical,Importer_9528,False
PC000663,2021-07-13,2021,7,Gujarat,Mundra Port,Toluene,710.1,Textile/Dye,Importer_6609,False
PC000664,2023-05-08,2023,5,West Bengal,Kolkata Port,Piperonal,44.9,Agrochemical,Importer_7170,False
PC000665,2021-05-07,2021,5,Delhi,Delhi Air Cargo,Potassium Permanganate,338.9,Industrial Solvent,Importer_4416,False
PC000666,2020-06-17,2020,6,Kerala,Cochin Port,Piperonal,50.8,Textile/Dye,Importer_2158,False
PC000667,2018-06-08,2018,6,Delhi,Delhi Air Cargo,Acetic Anhydride,534.8,Agrochemical,Importer_4375,False
PC000668,2020-10-08,2020,10,Kerala,Cochin Port,Piperonal,31.1,Agrochemical,Importer_4882,False
PC000669,2024-04-20,2024,4,Tamil Nadu,Chennai Port,Toluene,949.6,Pharmaceutical,Importer_9034,False
PC000670,2023-02-10,2023,2,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,305.8,Industrial Solvent,Importer_5299,False
PC000671,2023-10-26,2023,10,Delhi,Delhi Air Cargo,Piperonal,35.9,Pharmaceutical,Importer_3534,False
PC000672,2024-03-23,2024,3,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,405.6,Textile/Dye,Importer_4502,True
PC000673,2018-06-03,2018,6,Delhi,Delhi Air Cargo,Ephedrine,36.4,Pharmaceutical,Importer_8935,False
PC000674,2021-11-21,2021,11,Kerala,Cochin Port,Piperonal,20.1,Textile/Dye,Importer_9407,False
PC000675,2018-07-27,2018,7,West Bengal,Kolkata Port,Ephedrine,68.1,Pharmaceutical,Importer_9727,False
PC000676,2024-04-18,2024,4,Gujarat,Kandla Port,Potassium Permanganate,186.0,Pharmaceutical,Importer_7915,False
PC000677,2018-06-23,2018,6,Gujarat,Mundra Port,Piperonal,31.1,Industrial Solvent,Importer_1744,False
PC000678,2024-05-23,2024,5,Gujarat,Kandla Port,Toluene,865.9,Industrial Solvent,Importer_1353,False
PC000679,2023-12-21,2023,12,Delhi,Delhi Air Cargo,Toluene,3092.8,Industrial Solvent,Importer_3455,True
PC000680,2024-12-13,2024,12,West Bengal,Kolkata Port,Toluene,793.9,Pharmaceutical,Importer_3911,False
PC000681,2024-02-15,2024,2,West Bengal,Kolkata Port,Potassium Permanganate,212.1,Agrochemical,Importer_6278,False
