seizure_id,date,year,month,state,district,latitude,longitude,drug_type,quantity_kg,agency
SZ002885,2022-02-05,2022,2,Rajasthan,Jaisalmer,27.3479,74.7798,Opium,1.68,State Police
SZ002886,2021-06-03,2021,6,Madhya Pradesh,Indore,23.5549,78.3955,Cannabis (Ganja),19.09,NCB
SZ002887,2022-04-21,2022,4,Jammu and Kashmir,Jammu,34.1383,76.6601,Poppy Husk,86.19,DRI
SZ002888,2023-05-03,2023,5,Telangana,Warangal,18.3316,79.6264,Charas/Hashish,5.61,Customs
SZ002889,2020-03-11,2020,3,Delhi,East Delhi,29.088,76.3715,Charas/Hashish,0.52,State Police
SZ002890,2021-02-04,2021,2,Manipur,Churachandpur,24.9766,94.6317,Methamphetamine,12.2,NCB
SZ002891,2023-01-11,2023,1,Rajasthan,Jodhpur,27.5066,74.1155,Pharmaceutical Opioids,12.27,Customs
SZ002892,2021-02-21,2021,2,Manipur,Imphal East,25.0061,94.3045,Cannabis (Ganja),34.45,NCB
SZ002893,2022-01-24,2022,1,Punjab,Gurdaspur,30.3967,75.7001,Poppy Husk,184.64,NCB
SZ002894,2019-02-23,2019,2,Delhi,New Delhi,28.3321,77.0179,Pharmaceutical Opioids,0.7,State Police
SZ002895,2024-10-02,2024,10,Punjab,Gurdaspur,31.2968,75.8505,Ketamine,5.93,State Police
SZ002896,2020-09-20,2020,9,Mizoram,Champhai,23.1279,92.7565,Heroin,0.32,NCB
SZ002897,2022-11-06,2022,11,Gujarat,Ahmedabad,21.6374,71.2977,MDMA,3.58,NCB
SZ002898,2023-09-01,2023,9,Mizoram,Champhai,23.2144,92.3157,Charas/Hashish,3.93,Coast Guard
SZ002899,2023-03-27,2023,3,Mizoram,Aizawl,22.4234,92.5395,Opium,6.5,NCB
SZ002900,2023-05-03,2023,5,Tamil Nadu,Chennai,10.6514,78.3459,Heroin,8.69,Customs
SZ002901,2018-12-15,2018,12,Punjab,Tarn Taran,30.954,76.0965,Cannabis (Ganja),59.18,State Police
SZ002902,2024-02-04,2024,2,Punjab,Tarn Taran,31.6721,74.7848,Heroin,0.75,NCB
SZ002903,2020-08-10,2020,8,Haryana,Sirsa,28.7954,76.2862,Cannabis (Ganja),180.95,Customs
SZ002904,2019-01-10,2019,1,Delhi,North West Delhi,29.1569,77.8593,Methamphetamine,7.95,Coast Guard
SZ002905,2019-08-09,2019,8,Haryana,Sirsa,28.7421,75.8704,Heroin,0.28,Customs
SZ002906,2018-09-25,2018,9,Delhi,North West Delhi,28.3037,76.4986,Opium,5.24,BSF
SZ002907,2020-12-02,2020,12,Gujarat,Kutch,22.0507,70.9253,Heroin,6.48,DRI
SZ002908,2019-03-21,2019,3,Tamil Nadu,Tirunelveli,11.0122,78.1651,Heroin,2.88,NCB
SZ002909,2020-12-17,2020,12,Rajasthan,Jaisalmer,26.3706,74.4894,MDMA,0.73,NCB
SZ002910,2022-09-07,2022,9,Madhya Pradesh,Bhopal,23.0226,78.7746,Charas/Hashish,1.88,Customs
SZ002911,2018-10-15,2018,10,Manipur,Imphal East,24.6514,93.2775,Heroin,3.82,State Police
SZ002912,2023-02-20,2023,2,Jammu and Kashmir,Poonch,33.3514,76.8165,Cannabis (Ganja),221.5,NCB
SZ002913,2020-09-07,2020,9,Madhya Pradesh,Gwalior,22.5463,78.2947,Cannabis (Ganja),41.83,NCB
SZ002914,2023-07-13,2023,7,Andhra Pradesh,Guntur,15.8467,80.3936,Poppy Husk,33.85,NCB
SZ002915,2023-12-09,2023,12,Uttar Pradesh,Lucknow,27.1688,81.4345,Ketamine,0.32,NCB
SZ002916,2019-01-21,2019,1,Punjab,Tarn Taran,30.8571,75.5348,Methamphetamine,17.76,NCB
SZ002917,2023-07-14,2023,7,Haryana,Sirsa,29.5635,75.5331,Heroin,0.75,Coast Guard
SZ002918,2021-07-08,2021,7,Maharashtra,Pune,19.5374,75.6062,Heroin,1.27,State Police
SZ002919,2022-07-22,2022,7,Delhi,East Delhi,27.9111,76.382,Cannabis (Ganja),3.14,State Police
SZ002920,2024-05-21,2024,5,Punjab,Amritsar,30.3664,74.7147,Heroin,8.01,DRI
SZ002921,2024-01-17,2024,1,Manipur,Imphal West,25.1082,94.2855,Opium,20.05,State Police
SZ002922,2021-10-08,2021,10,Madhya Pradesh,Neemuch,22.3021,77.9612,Heroin,1.04,State Police
SZ002923,2020-02-17,2020,2,Haryana,Faridabad,29.1277,76.2563,Cannabis (Ganja),263.68,NCB
SZ002924,2022-11-01,2022,11,Delhi,East Delhi,28.9794,77.1153,Heroin,1.67,Customs
SZ002925,2024-01-09,2024,1,Tamil Nadu,Tirunelveli,10.823,79.3106,Cannabis (Ganja),293.87,State Police
SZ002926,2024-06-17,2024,6,Uttar Pradesh,Agra,27.3211,80.6905,Heroin,5.49,State Police
SZ002927,2024-07-01,2024,7,West Bengal,Malda,22.4085,87.1303,Cocaine,0.85,DRI
SZ002928,2020-11-01,2020,11,Tamil Nadu,Madurai,10.9643,78.7478,Heroin,0.05,NCB
SZ002929,2024-12-12,2024,12,West Bengal,Kolkata,22.9953,87.3091,Charas/Hashish,13.13,BSF
SZ002930,2022-04-06,2022,4,Odisha,Ganjam,20.4371,84.4179,Heroin,5.0,State Police
SZ002931,2019-02-02,2019,2,Andhra Pradesh,Visakhapatnam,16.3772,79.451,Pharmaceutical Opioids,4.78,Customs
SZ002932,2024-08-21,2024,8,Assam,Dibrugarh,26.6923,92.1925,Cannabis (Ganja),31.56,Customs
SZ002933,2022-01-24,2022,1,Manipur,Imphal East,23.8637,93.3188,Ketamine,0.65,NCB
SZ002934,2020-06-04,2020,6,Odisha,Cuttack,20.7182,85.7026,Poppy Husk,109.4,Customs
SZ002935,2021-12-15,2021,12,Delhi,South Delhi,28.3499,77.5993,Heroin,24.38,NCB
SZ002936,2024-01-27,2024,1,Rajasthan,Jaisalmer,27.3767,74.2672,Heroin,0.07,State Police
SZ002937,2019-12-12,2019,12,Gujarat,Ahmedabad,22.318,70.9361,Cannabis (Ganja),20.26,State Police
SZ002938,2018-05-24,2018,5,Delhi,South Delhi,27.9262,77.2566,Charas/Hashish,4.91,Customs
SZ002939,2019-10-16,2019,10,Odisha,Koraput,20.9697,84.3083,Cannabis (Ganja),19.44,State Police
SZ002940,2023-06-21,2023,6,Gujarat,Bhavnagar,21.9564,71.7139,Opium,6.89,State Police
SZ002941,2019-02-10,2019,2,Mizoram,Aizawl,23.9486,92.8239,Methamphetamine,44.11,State Police
SZ002942,2020-11-15,2020,11,Kerala,Thiruvananthapuram,10.4973,76.0399,Methamphetamine,5.11,State Police
SZ002943,2019-03-17,2019,3,Maharashtra,Thane,20.2646,75.1297,Pharmaceutical Opioids,5.06,NCB
SZ002944,2021-05-20,2021,5,Mizoram,Lunglei,22.8559,93.0645,Cannabis (Ganja),200.96,BSF
SZ002945,2023-10-25,2023,10,Mizoram,Aizawl,22.9417,93.4256,MDMA,0.11,State Police
SZ002946,2021-05-06,2021,5,West Bengal,Nadia,22.6554,87.4952,Charas/Hashish,12.29,NCB
SZ002947,2022-04-05,2022,4,Manipur,Imphal West,23.9264,94.4126,Cannabis (Ganja),12.03,BSF
SZ002948,2024-08-03,2024,8,Kerala,Kochi,11.2798,76.4552,Pharmaceutical Opioids,8.08,NCB
SZ002949,2021-02-18,2021,2,Maharashtra,Nashik,19.8942,75.75,Poppy Husk,9.5,NCB
SZ002950,2021-01-14,2021,1,Delhi,South Delhi,28.3701,77.6382,Cannabis (Ganja),8.27,Coast Guard
SZ002951,2024-08-01,2024,8,Gujarat,Bhavnagar,21.7359,71.6923,Heroin,0.19,Coast Guard
SZ002952,2020-09-22,2020,9,Mizoram,Aizawl,22.5027,93.5021,Heroin,0.55,Customs
SZ002953,2019-09-18,2019,9,West Bengal,Kolkata,23.011,87.2553,MDMA,0.49,DRI
SZ002954,2020-10-04,2020,10,Uttar Pradesh,Kanpur,27.0299,80.5248,Heroin,8.91,NCB
SZ002955,2020-06-03,2020,6,Mizoram,Lunglei,22.9289,93.257,Ketamine,5.39,BSF
SZ002956,2024-03-14,2024,3,Punjab,Ferozepur,30.7387,75.7916,Opium,13.43,Customs
SZ002957,2024-07-05,2024,7,Rajasthan,Bikaner,26.7756,73.6606,Cocaine,0.4,Coast Guard
SZ002958,2024-02-02,2024,2,Karnataka,Belagavi,15.5991,76.3208,Poppy Husk,292.34,State Police
SZ002959,2018-02-13,2018,2,Delhi,New Delhi,27.9865,76.4795,Methamphetamine,0.33,Customs
SZ002960,2021-11-21,2021,11,Haryana,Karnal,29.4168,76.2754,Poppy Husk,286.38,DRI
SZ002961,2021-10-26,2021,10,Maharashtra,Mumbai,20.3318,76.385,Methamphetamine,3.65,Customs
SZ002962,2024-06-06,2024,6,Mizoram,Aizawl,23.2915,93.228,Heroin,0.9,Coast Guard
SZ002963,2022-10-05,2022,10,Punjab,Gurdaspur,31.5765,75.3662,Cannabis (Ganja),337.59,NCB
SZ002964,2018-10-14,2018,10,Punjab,Tarn Taran,31.4907,74.6024,Cocaine,5.3,NCB
SZ002965,2023-10-08,2023,10,Kerala,Kollam,11.0812,75.9809,Poppy Husk,292.35,NCB
SZ002966,2021-02-04,2021,2,West Bengal,Malda,22.296,88.32,Cannabis (Ganja),107.96,BSF
SZ002967,2024-01-19,2024,1,Andhra Pradesh,Vijayawada,15.3285,80.0722,Cannabis (Ganja),357.79,BSF
SZ002968,2024-04-12,2024,4,Mizoram,Champhai,22.5015,93.6002,Ketamine,9.35,BSF
SZ002969,2019-10-27,2019,10,Delhi,New Delhi,27.9924,76.556,Cannabis (Ganja),37.97,DRI
SZ002970,2023-08-06,2023,8,Mizoram,Aizawl,22.9181,92.8757,Heroin,15.78,DRI
SZ002971,2022-06-09,2022,6,Delhi,New Delhi,28.18,76.9889,Methamphetamine,1.27,State Police
SZ002972,2024-06-21,2024,6,West Bengal,Kolkata,23.4553,87.1047,Cannabis (Ganja),136.73,NCB
SZ002973,2021-02-11,2021,2,Gujarat,Kutch,21.7994,71.9432,Poppy Husk,157.93,State Police
SZ002974,2018-03-19,2018,3,Punjab,Ferozepur,31.7095,75.6302,Charas/Hashish,4.15,BSF
SZ002975,2019-09-25,2019,9,Kerala,Kozhikode,10.6758,76.4627,Cannabis (Ganja),28.76,State Police
SZ002976,2020-02-25,2020,2,Assam,Cachar,26.382,92.7568,Cannabis (Ganja),202.31,Coast Guard
SZ002977,2024-10-16,2024,10,Haryana,Gurugram,29.4798,76.6263,Pharmaceutical Opioids,10.49,Customs
SZ002978,2022-01-12,2022,1,Mizoram,Champhai,23.5435,92.9482,Cocaine,0.69,State Police
SZ002979,2022-04-22,2022,4,Rajasthan,Jodhpur,26.8062,73.7949,Heroin,1.41,NCB
SZ002980,2023-02-26,2023,2,Andhra Pradesh,Vijayawada,15.2333,79.9213,Heroin,0.21,NCB
SZ002981,2020-08-14,2020,8,Gujarat,Surat,22.0886,70.8362,Cocaine,2.03,State Police
SZ002982,2018-05-13,2018,5,Punjab,Gurdaspur,31.437,75.8458,Cannabis (Ganja),1.45,NCB
SZ002983,2020-12-25,2020,12,Assam,Guwahati,25.4007,92.6116,Heroin,10.11,DRI
SZ002984,2019-01-22,2019,1,Odisha,Koraput,20.3996,84.7137,Pharmaceutical Opioids,4.11,BSF
SZ002985,2019-04-21,2019,4,Rajasthan,Jaisalmer,26.2939,73.6523,Charas/Hashish,3.29,NCB
SZ002986,2019-05-21,2019,5,Punjab,Amritsar,31.2537,75.7299,Heroin,0.99,Customs
SZ002987,2018-04-27,2018,4,Telangana,Khammam,18.2221,79.499,Heroin,14.24,DRI
SZ002988,2021-09-24,2021,9,Bihar,Patna,25.177,85.9752,Cannabis (Ganja),5.29,Customs
SZ002989,2021-11-22,2021,11,Uttar Pradesh,Agra,26.5516,81.5503,Cannabis (Ganja),13.35,DRI
SZ002990,2019-06-02,2019,6,Maharashtra,Nashik,19.8398,74.9823,Methamphetamine,4.9,NCB
SZ002991,2019-07-21,2019,7,Jammu and Kashmir,Baramulla,33.0596,76.932,Cannabis (Ganja),12.12,NCB
SZ002992,2021-03-09,2021,3,Uttar Pradesh,Kanpur,26.4406,81.416,Charas/Hashish,10.88,NCB
SZ002993,2022-01-13,2022,1,Gujarat,Surat,22.4254,70.4108,Methamphetamine,2.16,NCB
SZ002994,2018-10-11,2018,10,West Bengal,North 24 Parganas,23.319,87.2971,Opium,10.6,NCB
SZ002995,2020-03-07,2020,3,Uttar Pradesh,Ghaziabad,26.0649,80.6268,Cannabis (Ganja),31.69,NCB
SZ002996,2023-03-07,2023,3,Gujarat,Porbandar,22.0727,70.6845,Heroin,3.6,Customs
SZ002997,2024-12-19,2024,12,Odisha,Cuttack,20.3401,85.179,Heroin,6.41,BSF
SZ002998,2024-02-15,2024,2,Punjab,Ludhiana,31.209,75.2571,Heroin,4.7,State Police
SZ002999,2022-02-16,2022,2,Rajasthan,Bikaner,27.5716,73.4713,Methamphetamine,6.93,Customs
SZ003000,2020-04-12,2020,4,Karnataka,Belagavi,16.1005,75.6681,Methamphetamine,12.68,Customs
SZ003001,2022-11-04,2022,11,Manipur,Imphal East,25.4269,94.218,Poppy Husk,125.95,NCB
SZ003002,2022-04-07,2022,4,Punjab,Tarn Taran,30.3995,75.2062,Cannabis (Ganja),56.54,Customs
SZ003003,2019-08-19,2019,8,Punjab,Ludhiana,31.5081,75.9445,Cannabis (Ganja),444.37,State Police
SZ003004,2018-11-15,2018,11,Manipur,Chandel,24.0696,93.9739,Charas/Hashish,20.7,State Police
SZ003005,2020-08-04,2020,8,Assam,Guwahati,26.6743,92.6087,Cannabis (Ganja),202.69,NCB
SZ003006,2023-12-01,2023,12,Andhra Pradesh,Guntur,16.3364,79.1697,Cannabis (Ganja),21.98,Customs
SZ003007,2024-11-10,2024,11,Odisha,Ganjam,21.5013,85.129,Methamphetamine,5.76,NCB
SZ003008,2018-07-26,2018,7,Telangana,Warangal,18.8311,79.3027,Cannabis (Ganja),155.17,State Police
SZ003009,2018-04-10,2018,4,Delhi,East Delhi,28.5147,77.8055,Cannabis (Ganja),12.66,Coast Guard
SZ003010,2024-10-13,2024,10,Manipur,Churachandpur,25.2594,93.5384,Cannabis (Ganja),16.59,NCB
SZ003011,2023-09-17,2023,9,Haryana,Sirsa,29.4659,75.6883,Methamphetamine,0.34,NCB
SZ003012,2018-04-01,2018,4,Telangana,Nizamabad,18.8747,78.4096,Cannabis (Ganja),174.34,State Police
SZ003013,2019-08-08,2019,8,Tamil Nadu,Tirunelveli,11.5432,78.3006,Opium,0.69,Coast Guard
SZ003014,2022-09-21,2022,9,Andhra Pradesh,Vijayawada,15.9448,80.1835,Heroin,0.67,Coast Guard
SZ003015,2019-10-13,2019,10,Uttar Pradesh,Lucknow,26.9205,80.9202,Cannabis (Ganja),614.11,Customs
SZ003016,2018-09-03,2018,9,Punjab,Amritsar,30.7991,75.7972,Heroin,1.19,Coast Guard
SZ003017,2021-03-17,2021,3,Jammu and Kashmir,Baramulla,33.6558,76.8851,Cannabis (Ganja),104.77,Coast Guard
SZ003018,2024-11-02,2024,11,Punjab,Amritsar,30.4193,75.1698,Poppy Husk,407.29,NCB
SZ003019,2023-03-02,2023,3,Karnataka,Belagavi,15.6159,76.1903,Poppy Husk,46.15,NCB
SZ003020,2022-07-19,2022,7,Punjab,Ferozepur,31.7457,76.0052,MDMA,0.41,Customs
SZ003021,2024-02-01,2024,2,Punjab,Ludhiana,30.4134,75.7518,Cocaine,3.46,Customs
SZ003022,2023-02-14,2023,2,Bihar,Muzaffarpur,25.5216,85.0802,Heroin,8.84,DRI
SZ003023,2024-05-02,2024,5,Maharashtra,Thane,19.8083,75.3371,Ketamine,6.52,Coast Guard
SZ003024,2022-10-15,2022,10,Mizoram,Lunglei,23.3462,93.4111,Heroin,0.84,State Police
SZ003025,2023-05-24,2023,5,Gujarat,Kutch,22.1253,71.352,Opium,7.37,BSF
SZ003026,2019-08-02,2019,8,Gujarat,Kutch,22.5646,71.9523,Methamphetamine,26.69,Customs
SZ003027,2022-04-20,2022,4,Maharashtra,Nagpur,19.6166,75.4699,Charas/Hashish,6.99,State Police
SZ003028,2023-09-09,2023,9,Kerala,Kozhikode,10.5378,76.7596,Ketamine,0.44,DRI
SZ003029,2020-02-25,2020,2,Haryana,Karnal,28.2858,76.093,MDMA,0.16,NCB
SZ003030,2022-06-04,2022,6,Maharashtra,Nashik,19.6375,75.5054,Methamphetamine,19.32,BSF
SZ003031,2021-11-16,2021,11,Assam,Dibrugarh,25.8204,93.6067,Poppy Husk,72.48,State Police
SZ003032,2024-08-03,2024,8,Maharashtra,Nagpur,20.2088,75.6169,Opium,15.71,NCB
SZ003033,2019-10-05,2019,10,Madhya Pradesh,Bhopal,23.4829,79.3354,Charas/Hashish,2.08,NCB
SZ003034,2023-03-20,2023,3,Jammu and Kashmir,Jammu,34.445,75.9374,Poppy Husk,125.66,State Police
SZ003035,2023-02-11,2023,2,Mizoram,Lunglei,22.5755,92.46,Charas/Hashish,12.51,NCB
SZ003036,2023-03-15,2023,3,Haryana,Sirsa,28.6798,75.4286,Cocaine,0.42,State Police
SZ003037,2019-11-03,2019,11,Maharashtra,Nashik,20.4712,75.5685,Cannabis (Ganja),311.38,NCB
SZ003038,2019-01-03,2019,1,Odisha,Koraput,20.356,85.0025,Cocaine,0.71,State Police
SZ003039,2021-04-12,2021,4,Jammu and Kashmir,Srinagar,33.9897,76.7787,MDMA,0.29,NCB
SZ003040,2022-09-08,2022,9,Rajasthan,Kota,26.4773,73.8064,Cannabis (Ganja),256.5,State Police
SZ003041,2020-10-17,2020,10,Jammu and Kashmir,Baramulla,34.0769,75.8682,Poppy Husk,398.68,NCB
SZ003042,2023-03-25,2023,3,Maharashtra,Pune,20.3486,76.3162,Heroin,4.29,State Police
SZ003043,2020-12-08,2020,12,Maharashtra,Pune,19.1215,75.8231,Cannabis (Ganja),46.84,BSF
SZ003044,2024-08-25,2024,8,Mizoram,Aizawl,23.7691,93.028,MDMA,0.75,NCB
SZ003045,2024-07-08,2024,7,Jammu and Kashmir,Srinagar,33.9951,76.4836,Cannabis (Ganja),184.48,BSF
SZ003046,2018-02-19,2018,2,Mizoram,Champhai,22.6673,92.5272,Heroin,11.32,DRI
SZ003047,2022-10-13,2022,10,Rajasthan,Kota,27.0449,74.6848,Pharmaceutical Opioids,3.29,Customs
SZ003048,2023-07-26,2023,7,Delhi,New Delhi,28.4832,76.8665,Charas/Hashish,3.77,State Police
SZ003049,2019-09-17,2019,9,Gujarat,Bhavnagar,22.3599,71.2226,Cannabis (Ganja),12.5,NCB
SZ003050,2018-08-17,2018,8,Gujarat,Kutch,22.4677,70.9877,Cannabis (Ganja),249.87,NCB
SZ003051,2020-04-17,2020,4,Delhi,East Delhi,29.2318,77.7803,Heroin,1.25,State Police
SZ003052,2018-10-22,2018,10,Mizoram,Lunglei,22.8441,92.85,Opium,24.33,Customs
SZ003053,2018-07-13,2018,7,Punjab,Gurdaspur,31.1118,75.2716,Cannabis (Ganja),171.74,State Police
SZ003054,2020-04-10,2020,4,Mizoram,Lunglei,23.6587,92.5331,Heroin,1.36,Coast Guard
SZ003055,2018-08-23,2018,8,Bihar,Muzaffarpur,24.7525,85.0242,MDMA,0.35,State Police
SZ003056,2019-01-18,2019,1,Punjab,Gurdaspur,31.8394,75.0129,Charas/Hashish,3.59,NCB
SZ003057,2021-04-14,2021,4,Gujarat,Bhavnagar,21.9694,71.6305,Ketamine,3.98,State Police
SZ003058,2020-08-17,2020,8,Bihar,Patna,25.6995,84.9813,Heroin,0.06,State Police
SZ003059,2020-11-08,2020,11,Gujarat,Surat,21.8771,71.4665,Opium,6.41,DRI
SZ003060,2018-11-09,2018,11,Kerala,Kochi,11.2341,76.2249,MDMA,0.81,BSF
SZ003061,2021-12-25,2021,12,Delhi,New Delhi,28.3962,76.3204,Heroin,6.85,State Police
SZ003062,2024-08-22,2024,8,Gujarat,Ahmedabad,21.8746,70.909,Methamphetamine,14.91,NCB
SZ003063,2019-10-01,2019,10,Mizoram,Aizawl,22.3898,92.7852,Heroin,2.09,NCB
SZ003064,2023-08-27,2023,8,Rajasthan,Jaisalmer,26.6943,74.6762,Heroin,1.31,State Police
SZ003065,2024-07-05,2024,7,Assam,Guwahati,26.1808,92.3223,Heroin,0.52,BSF
SZ003066,2024-08-26,2024,8,Andhra Pradesh,Visakhapatnam,16.2888,79.5168,Charas/Hashish,3.47,Customs
SZ003067,2023-10-05,2023,10,Haryana,Sirsa,29.2585,76.3744,MDMA,1.68,State Police
SZ003068,2023-11-07,2023,11,Rajasthan,Barmer,27.2119,73.6078,Cannabis (Ganja),7.94,NCB
SZ003069,2024-06-20,2024,6,Jammu and Kashmir,Jammu,33.5455,77.3263,Heroin,1.73,NCB
SZ003070,2021-07-23,2021,7,Madhya Pradesh,Indore,22.3511,79.1488,Heroin,8.58,NCB
SZ003071,2021-08-19,2021,8,Manipur,Imphal East,25.0975,93.7876,Methamphetamine,1.89,State Police
SZ003072,2021-04-23,2021,4,Gujarat,Ahmedabad,22.5801,70.5163,Pharmaceutical Opioids,6.78,State Police
SZ003073,2019-09-22,2019,9,Gujarat,Kutch,22.8097,70.7136,Heroin,0.23,NCB
SZ003074,2024-02-08,2024,2,Mizoram,Lunglei,23.2528,92.6565,Cannabis (Ganja),30.08,State Police
SZ003075,2022-12-08,2022,12,Manipur,Imphal East,24.3623,93.9164,Charas/Hashish,0.25,NCB
SZ003076,2020-10-04,2020,10,Rajasthan,Kota,27.4842,73.7796,Cannabis (Ganja),160.89,Customs
SZ003077,2021-12-11,2021,12,Punjab,Tarn Taran,31.0028,75.1336,Cocaine,1.42,DRI
SZ003078,2021-09-23,2021,9,Bihar,Gaya,25.0203,85.0298,Heroin,8.2,BSF
SZ003079,2022-11-20,2022,11,Madhya Pradesh,Bhopal,23.5349,77.906,Methamphetamine,0.25,Coast Guard
SZ003080,2018-06-04,2018,6,Andhra Pradesh,Vijayawada,16.4977,79.2485,Charas/Hashish,8.56,State Police
SZ003081,2019-02-20,2019,2,Maharashtra,Nashik,19.5984,75.2947,Methamphetamine,6.99,NCB
SZ003082,2018-03-01,2018,3,Mizoram,Lunglei,23.2556,93.0576,Opium,11.27,Customs
SZ003083,2020-09-10,2020,9,Uttar Pradesh,Lucknow,26.7899,81.3345,Cannabis (Ganja),4.39,Customs
SZ003084,2018-10-06,2018,10,Gujarat,Kutch,22.1469,70.511,Poppy Husk,146.13,Customs
SZ003085,2021-02-12,2021,2,Manipur,Chandel,25.3648,94.4082,Charas/Hashish,28.59,State Police
SZ003086,2021-09-15,2021,9,Karnataka,Mangaluru,15.9897,75.4212,Charas/Hashish,12.63,State Police
SZ003087,2021-11-17,2021,11,West Bengal,North 24 Parganas,22.3512,87.542,Cannabis (Ganja),13.68,NCB
SZ003088,2020-01-10,2020,1,Bihar,Patna,25.4443,85.8259,Methamphetamine,5.77,State Police
SZ003089,2021-04-06,2021,4,Manipur,Churachandpur,24.654,93.1492,Cannabis (Ganja),64.84,NCB
SZ003090,2018-07-20,2018,7,Mizoram,Champhai,22.8626,92.8597,Pharmaceutical Opioids,8.62,Customs
SZ003091,2021-12-15,2021,12,Andhra Pradesh,Guntur,16.1223,80.3228,Cannabis (Ganja),137.31,Customs
SZ003092,2021-05-26,2021,5,Haryana,Karnal,29.7625,76.1309,Pharmaceutical Opioids,16.8,Customs
SZ003093,2023-10-17,2023,10,Assam,Karimganj,26.8024,93.158,Cannabis (Ganja),414.18,State Police
SZ003094,2023-11-13,2023,11,Bihar,Bhagalpur,25.4013,85.0077,Opium,8.33,NCB
SZ003095,2021-12-23,2021,12,Jammu and Kashmir,Jammu,34.1526,75.8534,Charas/Hashish,3.0,NCB
SZ003096,2021-11-08,2021,11,Haryana,Gurugram,29.2823,75.8472,Charas/Hashish,3.8,State Police
SZ003097,2024-08-08,2024,8,Mizoram,Lunglei,22.4037,93.107,Ketamine,5.13,BSF
SZ003098,2019-09-19,2019,9,Punjab,Ferozepur,30.932,74.922,MDMA,0.11,DRI
SZ003099,2024-06-12,2024,6,Andhra Pradesh,Guntur,15.1537,79.626,Pharmaceutical Opioids,5.08,NCB
SZ003100,2021-03-08,2021,3,Madhya Pradesh,Gwalior,22.9745,78.1493,Methamphetamine,14.16,DRI
SZ003101,2023-11-11,2023,11,Odisha,Cuttack,20.3112,85.8383,Heroin,4.94,NCB
SZ003102,2022-06-14,2022,6,Delhi,North West Delhi,29.1122,77.7529,Cocaine,2.78,State Police
SZ003103,2020-11-11,2020,11,Mizoram,Lunglei,23.4601,92.5828,Heroin,1.65,NCB
SZ003104,2021-07-06,2021,7,Punjab,Ferozepur,31.593,75.9026,MDMA,4.98,DRI
SZ003105,2023-07-11,2023,7,Kerala,Kochi,11.0788,76.906,Cannabis (Ganja),6.66,Customs
SZ003106,2022-11-22,2022,11,Uttar Pradesh,Varanasi,26.6287,80.785,Methamphetamine,4.78,BSF
SZ003107,2019-11-15,2019,11,Gujarat,Ahmedabad,22.627,71.626,Charas/Hashish,13.74,Customs
SZ003108,2020-11-07,2020,11,Punjab,Tarn Taran,30.8253,75.8097,Methamphetamine,5.73,NCB
SZ003109,2023-05-09,2023,5,Delhi,North West Delhi,28.8386,76.6797,Pharmaceutical Opioids,9.59,Customs
SZ003110,2021-07-08,2021,7,Bihar,Patna,24.7895,85.6495,Cannabis (Ganja),87.89,NCB
SZ003111,2022-06-24,2022,6,Madhya Pradesh,Neemuch,23.0499,78.6547,Charas/Hashish,2.8,Customs
SZ003112,2023-05-27,2023,5,Bihar,Bhagalpur,24.7661,85.5835,Cannabis (Ganja),44.78,NCB
SZ003113,2020-12-04,2020,12,Punjab,Amritsar,30.4072,75.0286,Cannabis (Ganja),58.52,NCB
SZ003114,2021-07-20,2021,7,Karnataka,Bengaluru Urban,15.9896,75.7078,Methamphetamine,7.27,NCB
SZ003115,2023-03-22,2023,3,Punjab,Ludhiana,31.7764,75.372,Heroin,0.95,NCB
SZ003116,2023-11-13,2023,11,Jammu and Kashmir,Baramulla,33.5213,77.3799,Charas/Hashish,15.99,Customs
SZ003117,2024-09-12,2024,9,West Bengal,North 24 Parganas,22.525,88.1563,Heroin,11.87,State Police
SZ003118,2019-11-21,2019,11,Delhi,New Delhi,28.6071,76.4908,Heroin,0.95,State Police
SZ003119,2022-09-20,2022,9,Telangana,Khammam,18.6229,78.588,Poppy Husk,366.28,NCB
SZ003120,2019-07-03,2019,7,Gujarat,Porbandar,21.8226,71.8111,Pharmaceutical Opioids,1.98,DRI
SZ003121,2023-04-16,2023,4,Gujarat,Porbandar,22.5393,71.6385,Cocaine,0.48,NCB
SZ003122,2024-02-20,2024,2,Manipur,Chandel,24.9279,93.5334,Heroin,14.3,NCB
SZ003123,2019-12-17,2019,12,Delhi,North West Delhi,29.471,77.8377,Charas/Hashish,1.92,BSF
SZ003124,2020-10-09,2020,10,Uttar Pradesh,Agra,26.7458,80.2776,Cocaine,3.06,Customs
SZ003125,2022-05-23,2022,5,Rajasthan,Jaisalmer,27.4825,73.9055,Pharmaceutical Opioids,3.76,NCB
SZ003126,2019-05-23,2019,5,Kerala,Kozhikode,11.2676,76.1697,Pharmaceutical Opioids,3.67,NCB
SZ003127,2024-08-14,2024,8,Manipur,Chandel,24.2622,94.1209,Methamphetamine,2.23,Customs
SZ003128,2024-02-03,2024,2,Tamil Nadu,Coimbatore,11.6371,77.9592,Opium,3.44,NCB
SZ003129,2022-05-17,2022,5,Karnataka,Bengaluru Urban,16.0805,76.1042,Charas/Hashish,15.92,NCB
SZ003130,2021-02-22,2021,2,Karnataka,Belagavi,15.8231,74.9132,Opium,1.32,BSF
SZ003131,2018-12-13,2018,12,Madhya Pradesh,Bhopal,22.7457,78.8161,Heroin,2.19,State Police
